"id" "sex" "dead" "cens" "xli" "xti" "loc" "potEm" "im" "unsex" "outMigr"
485 "m" 0 0 0.28 0 "s" 1 0 0 0
486 "m" 0 0 0.28 0 "s" 1 0 0 0
487 "m" 0 0 0.76 0 "s" 1 0 0 0
488 "m" 0 0 0.42 0 "s" 1 0 0 0
489 "m" 0 0 0.42 0 "s" 1 0 0 0
490 "m" 0 0 0.41 0 "s" 1 0 0 0
491 "m" 0 0 0.61 0 "s" 1 0 0 0
492 "m" 0 0 0.3 0 "s" 1 0 0 0
493 "m" 0 0 0.3 0 "s" 1 0 0 0
494 "m" 0 0 0.36 0 "s" 1 0 0 0
495 "m" 0 0 0.36 0 "s" 1 0 0 0
496 "m" 0 0 0.03 0 "s" 1 0 0 0
497 "m" 0 0 0.71 0 "s" 1 0 0 0
498 "m" 0 0 0 0 "s" 1 0 0 0
499 "m" 0 0 0.26 0 "s" 1 0 0 0
500 "m" 0 0 0.78 0 "s" 1 0 0 0
501 "m" 0 0 0.08 0 "s" 1 0 0 0
502 "m" 0 0 0.25 0 "s" 1 0 0 0
503 "m" 0 0 0.22 0 "s" 1 0 0 0
504 "m" 0 0 0.22 0 "s" 1 0 0 0
505 "m" 0 0 0.22 0 "s" 1 0 0 0
506 "m" 0 1 6.09 3.44 "s" 0 1 0 0
507 "m" 0 1 7.58 3.75 "s" 0 1 0 0
508 "m" 0 0 11.25 3.77 "s" 0 1 0 0
509 "m" 0 0 14.38 4.21 "s" 0 1 0 0
510 "m" 0 0 6.09 6.09 "s" 0 1 0 1
511 "m" 0 0 14.71 3.71 "s" 0 1 0 0
512 "m" 0 0 8.03 5.14 "s" 0 1 0 1
513 "m" 0 0 9.12 3.77 "s" 0 1 0 0
514 "m" 0 0 7.89 4.92 "s" 0 1 0 1
515 "m" 0 0 6.8 4.71 "s" 0 1 0 0
516 "m" 0 0 0.31 0 "s" 1 0 0 0
517 "m" 0 0 0.1 0 "s" 1 0 0 0
518 "m" 0 0 0.16 0 "s" 1 0 0 0
519 "m" 0 0 0.16 0 "s" 1 0 0 0
520 "m" 0 0 0.22 0 "s" 1 0 0 0
521 "m" 0 0 0.16 0 "s" 1 0 0 0
522 "m" 0 0 0.1 0 "s" 1 0 0 0
523 "m" 0 0 3.14 0 "s" 1 0 0 1
524 "m" 0 0 3.46 0 "s" 1 0 0 0
525 "m" 0 0 3.14 0 "s" 1 0 0 1
526 "m" 0 0 0.87 0 "s" 1 0 0 0
527 "m" 0 0 12.72 5.25 "s" 0 1 0 0
528 "m" 0 0 8.79 0 "s" 1 0 0 0
529 "m" 0 0 0.68 0 "s" 1 0 0 0
530 "m" 0 0 0.21 0 "s" 1 0 0 0
531 "m" 0 0 10.21 5.16 "s" 0 1 0 0
532 "m" 0 0 7.41 6.31 "s" 0 1 0 1
533 "m" 0 0 0.19 0 "s" 1 0 0 0
534 "m" 0 0 0.03 0 "s" 1 0 0 0
535 "m" 0 0 0.13 0 "s" 1 0 0 0
536 "m" 0 0 0.1 0 "s" 1 0 0 0
537 "m" 0 0 1.77 0 "s" 1 0 0 0
538 "m" 0 0 0.16 0 "s" 1 0 0 0
539 "m" 0 0 0.4 0 "s" 1 0 0 0
540 "m" 0 0 4.28 2.29 "s" 0 1 0 0
541 "m" 0 0 9.16 7.75 "s" 0 1 0 1
542 "m" 0 0 9.16 7.75 "s" 0 1 0 1
543 "m" 0 0 5.02 2.29 "s" 0 1 0 0
544 "m" 0 0 8.32 7 "s" 0 1 0 0
545 "m" 0 0 0.4 0 "s" 1 0 0 0
546 "m" 0 0 0.44 0 "s" 1 0 0 0
547 "m" 0 0 0.4 0 "s" 1 0 0 0
548 "m" 0 0 0.16 0 "s" 1 0 0 0
549 "m" 0 0 6.89 4 "s" 0 1 0 0
550 "m" 0 0 4.75 4.13 "s" 0 1 0 0
551 "m" 0 0 11.64 7 "s" 0 1 0 1
552 "m" 0 1 0.35 0 "s" 0 0 0 0
553 "m" 0 1 0.35 0 "s" 0 0 0 0
554 "m" 0 0 0.31 0 "s" 1 0 0 0
555 "m" 0 0 0.87 0 "s" 1 0 0 0
556 "m" 0 0 0.5 0 "s" 1 0 0 0
557 "m" 0 0 0.21 0 "s" 1 0 0 0
558 "m" 0 0 0.32 0 "s" 1 0 0 0
559 "m" 0 0 0.13 0 "s" 1 0 0 0
560 "m" 0 0 0.23 0 "s" 1 0 0 0
561 "m" 0 0 0.37 0 "s" 1 0 0 0
562 "m" 0 0 0.25 0 "s" 1 0 0 0
563 "m" 0 0 0.25 0 "s" 1 0 0 0
564 "m" 0 0 5.73 0 "s" 1 0 0 0
565 "m" 0 0 9.12 0 "s" 1 0 0 0
566 "m" 0 0 0.38 0 "s" 1 0 0 0
567 "m" 0 0 0.38 0 "s" 1 0 0 0
568 "m" 0 0 0.38 0 "s" 1 0 0 0
569 "m" 0 0 0.23 0 "s" 1 0 0 0
570 "m" 0 0 0.23 0 "s" 1 0 0 0
571 "m" 0 0 7.57 0 "s" 1 0 0 0
572 "m" 0 0 8.76 0 "s" 1 0 0 0
573 "m" 0 0 4.2 0 "s" 1 0 0 0
574 "m" 0 0 0.14 0 "s" 1 0 0 0
575 "m" 0 0 9.87 0 "s" 1 0 0 0
576 "m" 0 0 0.62 0 "s" 1 0 0 0
577 "m" 0 0 0.54 0 "s" 1 0 0 0
578 "m" 0 0 0.56 0 "s" 1 0 0 0
579 "m" 0 0 2.94 0 "s" 1 0 0 0
580 "m" 0 0 0.47 0 "s" 1 0 0 0
581 "m" 0 0 0.53 0 "s" 1 0 0 0
582 "m" 0 0 0.47 0 "s" 1 0 0 0
583 "m" 0 0 0.26 0 "s" 1 0 0 0
584 "m" 0 0 0.19 0 "s" 1 0 0 0
585 "m" 0 0 3.81 0 "s" 1 0 0 0
586 "m" 0 0 3.1 0 "s" 1 0 0 0
587 "m" 0 0 6.91 5 "s" 0 1 0 1
588 "m" 0 0 6.94 3.9 "s" 0 1 0 0
589 "m" 0 0 6.7 3.67 "s" 0 1 0 0
590 "m" 0 0 7.52 5.46 "s" 0 1 0 1
591 "m" 0 0 9.47 5.77 "s" 0 1 0 1
592 "m" 0 0 6.94 4.3 "s" 0 1 0 0
593 "m" 0 0 5.56 3.38 "s" 0 1 0 1
594 "m" 0 0 6.83 5.43 "s" 0 1 0 0
595 "m" 0 1 9.67 3.13 "s" 0 1 0 0
596 "m" 0 0 11.35 3.7 "s" 0 1 0 0
597 "m" 0 1 1.8 0 "s" 0 0 0 0
598 "m" 0 1 0.6 0 "s" 0 0 0 0
599 "m" 0 0 0.21 0 "s" 1 0 0 0
600 "m" 0 1 0.6 0 "s" 0 0 0 0
601 "m" 0 0 10.96 7.38 "s" 0 1 0 1
602 "m" 0 0 7.27 3.33 "s" 0 1 0 0
603 "m" 0 0 3.53 2.93 "s" 0 1 0 0
604 "m" 0 0 11.86 6.63 "s" 0 1 0 0
605 "m" 0 0 0.67 0 "s" 1 0 0 0
606 "m" 0 0 0.67 0 "s" 1 0 0 0
607 "m" 0 0 0.67 0 "s" 1 0 0 0
608 "m" 0 0 6.11 4.65 "s" 0 1 0 0
609 "m" 0 0 4.29 4.29 "s" 0 1 0 0
610 "m" 0 1 5.08 4 "s" 0 1 0 0
611 "m" 0 0 16.51 7.21 "s" 0 1 0 0
612 "m" 0 0 0.35 0 "s" 1 0 0 0
613 "m" 0 0 0.35 0 "s" 1 0 0 0
614 "m" 0 0 0.15 0 "s" 1 0 0 0
615 "m" 0 0 0.15 0 "s" 1 0 0 0
616 "m" 0 0 5.2 0 "s" 1 0 0 1
617 "m" 0 0 2.35 0 "s" 1 0 0 0
618 "m" 0 0 5.12 0 "s" 1 0 0 1
619 "m" 0 0 1.41 0 "s" 1 0 0 0
620 "m" 0 0 0.29 0 "s" 1 0 0 0
621 "m" 0 0 3.82 0 "s" 1 0 0 0
622 "m" 0 0 0.23 0 "s" 1 0 0 0
623 "m" 0 0 0.14 0 "s" 1 0 0 0
624 "m" 0 1 2.1 0 "s" 0 0 0 0
625 "m" 0 0 0.88 0 "s" 1 0 0 0
626 "m" 0 0 9.87 5.39 "s" 0 1 0 0
627 "m" 0 0 3.98 3.98 "s" 0 1 0 0
628 "m" 0 0 11.93 3.9 "s" 0 1 0 0
629 "m" 0 0 6.52 2.33 "s" 0 1 0 0
630 "m" 0 0 0.82 0 "s" 1 0 0 0
631 "m" 0 0 5.02 0 "s" 1 0 0 0
632 "m" 0 0 0.82 0 "s" 1 0 0 0
633 "m" 0 0 0.78 0 "s" 1 0 0 0
634 "m" 0 0 0.78 0 "s" 1 0 0 0
635 "m" 0 0 0.34 0 "s" 1 0 0 0
636 "m" 0 0 0.34 0 "s" 1 0 0 0
637 "m" 0 0 0.34 0 "s" 1 0 0 0
638 "m" 0 1 0.13 0 "s" 0 0 0 0
639 "m" 0 1 0.13 0 "s" 0 0 0 0
640 "m" 0 1 0.13 0 "s" 0 0 0 0
641 "m" 0 1 0.13 0 "s" 0 0 0 0
642 "m" 0 0 0.27 0 "s" 1 0 0 0
643 "m" 0 0 0.54 0 "s" 1 0 0 0
644 "m" 0 0 0.19 0 "s" 1 0 0 0
645 "m" 0 0 0.19 0 "s" 1 0 0 0
646 "m" 0 0 2.88 0 "s" 1 0 0 0
647 "m" 0 0 3.87 0 "s" 1 0 0 0
648 "m" 0 0 0.23 0 "s" 1 0 0 0
649 "m" 0 0 0.63 0 "s" 1 0 0 0
650 "m" 0 0 0.3 0 "s" 1 0 0 0
651 "m" 0 0 2.52 0 "s" 1 0 0 1
652 "m" 0 0 2.52 0 "s" 1 0 0 1
653 "m" 0 0 2.52 0 "s" 1 0 0 1
654 "m" 0 0 0.76 0 "s" 1 0 0 0
655 "m" 0 0 1.49 0 "s" 1 0 0 1
656 "m" 0 0 1.52 0 "s" 1 0 0 1
657 "m" 0 0 0.12 0 "s" 1 0 0 0
658 "m" 0 0 3.52 0 "s" 1 0 0 0
659 "m" 0 0 3.36 0 "s" 1 0 0 0
660 "m" 0 0 0.47 0 "s" 1 0 0 0
661 "m" 0 0 0.37 0 "s" 1 0 0 0
662 "m" 0 0 0.88 0 "s" 1 0 0 0
663 "m" 0 0 0.37 0 "s" 1 0 0 0
664 "m" 0 0 0.37 0 "s" 1 0 0 0
665 "m" 0 0 0.68 0 "s" 1 0 0 0
666 "m" 0 0 1.91 0 "s" 1 0 0 0
667 "m" 0 0 4.34 0 "s" 1 0 0 0
668 "m" 0 0 2.51 0 "s" 1 0 0 1
669 "m" 0 0 2.51 0 "s" 1 0 0 1
670 "m" 0 0 0.58 0 "s" 1 0 0 0
671 "m" 0 0 0.2 0 "s" 1 0 0 0
672 "m" 0 0 0.2 0 "s" 1 0 0 0
673 "m" 0 0 0.29 0 "s" 1 0 0 0
674 "m" 0 0 0.29 0 "s" 1 0 0 0
675 "m" 0 0 1.83 0 "s" 1 0 0 0
676 "m" 0 0 2.49 0 "s" 1 0 0 0
677 "m" 0 0 1.83 0 "s" 1 0 0 0
678 "m" 0 0 1.89 0 "s" 1 0 0 0
679 "m" 0 0 1.4 0 "s" 1 0 0 1
680 "m" 0 0 1.4 0 "s" 1 0 0 1
681 "m" 0 0 0.55 0 "s" 1 0 0 0
682 "m" 0 0 0.39 0 "s" 1 0 0 0
683 "m" 0 0 0.55 0 "s" 1 0 0 0
684 "m" 0 0 0.55 0 "s" 1 0 0 0
685 "m" 0 0 0.68 0 "s" 1 0 0 0
686 "m" 0 1 7.58 3.75 "s" 0 1 0 0
687 "m" 0 0 6.03 4.93 "s" 0 1 0 1
688 "m" 0 0 7.99 6.44 "s" 0 1 0 1
689 "m" 0 0 7.99 6.44 "s" 0 1 0 1
690 "m" 0 0 2.17 1.93 "s" 0 1 0 1
691 "m" 0 0 2.76 2.52 "s" 0 1 0 1
692 "m" 0 0 3.76 3.52 "s" 0 1 0 1
693 "m" 0 0 7.47 0 "s" 1 0 0 0
694 "m" 0 0 3.32 0 "s" 1 0 0 1
695 "m" 0 0 3.32 0 "s" 1 0 0 1
696 "m" 0 0 2.68 0 "s" 1 0 0 0
697 "m" 0 0 1.46 0 "s" 1 0 0 0
698 "m" 0 0 3.21 0 "s" 1 0 0 0
699 "m" 0 0 2.3 0 "s" 1 0 0 1
700 "m" 0 0 1.4 0 "s" 1 0 0 0
701 "m" 0 0 0.33 0 "s" 1 0 0 0
702 "m" 0 0 0.17 0 "s" 1 0 0 0
703 "m" 0 0 3.56 0 "s" 1 0 0 0
704 "m" 0 0 2.07 0 "s" 1 0 0 0
705 "m" 0 0 3.52 0 "s" 1 0 0 0
706 "m" 0 0 0.41 0 "s" 1 0 0 0
707 "m" 0 0 0.49 0 "s" 1 0 0 0
708 "m" 0 0 0.81 0 "s" 1 0 0 0
709 "m" 0 0 3.75 0 "s" 1 0 0 0
710 "m" 0 0 2.63 0 "s" 1 0 0 0
711 "m" 0 0 0.44 0 "s" 1 0 0 0
712 "m" 0 0 2.83 0 "s" 1 0 0 0
713 "m" 0 0 3.54 0 "s" 1 0 0 0
714 "m" 0 0 2.46 0 "s" 1 0 0 0
715 "m" 0 0 3.1 0 "s" 1 0 0 1
716 "m" 0 0 1.94 0 "s" 1 0 0 0
717 "m" 0 0 3.06 0 "s" 1 0 0 1
718 "m" 0 0 2.78 0 "s" 1 0 0 1
719 "m" 0 0 2.92 0 "s" 1 0 0 0
720 "m" 0 0 1.94 0 "s" 1 0 0 0
721 "m" 0 0 2.44 0 "s" 1 0 0 0
722 "m" 0 0 1.31 0 "s" 1 0 0 1
723 "m" 0 0 2.75 0 "s" 1 0 0 0
724 "m" 0 0 1.51 0 "s" 1 0 0 0
725 "m" 0 0 1.31 0 "s" 1 0 0 0
726 "m" 0 0 1.34 0 "s" 1 0 0 0
727 "m" 0 0 1.09 0 "s" 1 0 0 0
728 "m" 0 0 1.09 0 "s" 1 0 0 0
729 "m" 0 0 2.6 0 "s" 1 0 0 1
730 "m" 0 0 2.6 0 "s" 1 0 0 1
731 "m" 0 0 2.6 0 "s" 1 0 0 1
732 "m" 0 0 2.6 0 "s" 1 0 0 1
733 "m" 0 0 1.11 0 "s" 1 0 0 0
734 "m" 0 0 2.19 0 "s" 1 0 0 1
735 "m" 0 0 0.49 0 "s" 1 0 0 0
736 "m" 0 0 2.11 0 "s" 1 0 0 1
737 "m" 0 1 0.38 0 "s" 0 0 0 0
738 "m" 0 0 2.63 0 "s" 1 0 0 0
739 "m" 0 0 3.03 0 "s" 1 0 0 0
740 "m" 0 0 2.94 0 "s" 1 0 0 0
741 "m" 0 0 3.02 0 "s" 1 0 0 1
742 "m" 0 0 2.98 0 "s" 1 0 0 1
743 "m" 0 0 2.8 0 "s" 1 0 0 1
744 "m" 0 0 1.3 0 "s" 1 0 0 0
745 "m" 0 0 3.34 0 "s" 1 0 0 0
746 "m" 0 0 1.56 0 "s" 1 0 0 0
747 "m" 0 0 0.34 0 "s" 1 0 0 0
748 "m" 0 0 0.34 0 "s" 1 0 0 0
749 "m" 0 0 0.34 0 "s" 1 0 0 0
750 "m" 0 0 0.17 0 "s" 1 0 0 0
751 "m" 0 0 0.19 0 "s" 1 0 0 0
752 "m" 0 0 0.19 0 "s" 1 0 0 0
753 "m" 0 0 3.75 0 "s" 1 0 0 0
754 "m" 0 0 3.56 0 "s" 1 0 0 0
755 "m" 0 0 0.95 0 "s" 1 0 0 0
756 "m" 0 0 0.67 0 "s" 1 0 0 0
757 "m" 0 0 2.09 0 "s" 1 0 0 1
758 "m" 0 0 2.07 0 "s" 1 0 0 1
759 "m" 0 0 0.23 0 "s" 1 0 0 0
760 "m" 0 0 0.41 0 "s" 1 0 0 0
761 "m" 0 0 1.82 0 "s" 1 0 0 1
762 "m" 0 0 1.8 0 "s" 1 0 0 0
763 "m" 0 0 3.29 0 "s" 1 0 0 1
764 "m" 0 0 2.55 0 "s" 1 0 0 1
765 "m" 0 0 2.29 0 "s" 1 0 0 0
766 "m" 0 0 3.51 0 "s" 1 0 0 1
767 "m" 0 0 2.25 0 "s" 1 0 0 1
768 "m" 0 0 3.13 0 "s" 1 0 0 1
769 "m" 0 0 1.97 0 "s" 1 0 0 0
770 "m" 0 0 0.86 0 "s" 1 0 0 0
771 "m" 0 0 0.85 0 "s" 1 0 0 0
772 "m" 0 0 0.45 0 "s" 1 0 0 0
773 "m" 0 0 1 0 "s" 1 0 0 0
774 "m" 0 0 0.13 0 "s" 1 0 0 0
775 "m" 0 0 2.77 0 "s" 1 0 0 1
776 "m" 0 0 2.77 0 "s" 1 0 0 1
777 "m" 0 0 6.09 4 "s" 0 1 0 0
778 "m" 0 0 11.87 0 "s" 1 0 0 1
779 "m" 0 0 3.93 0 "s" 1 0 0 0
780 "m" 0 0 7.93 4 "s" 0 1 0 0
781 "m" 0 0 12 0 "s" 1 0 0 1
782 "m" 0 0 11.02 0 "s" 1 0 0 0
783 "m" 0 0 12 0 "s" 1 0 0 1
784 "m" 0 0 4.07 0 "s" 1 0 0 1
785 "m" 0 0 1.94 0 "s" 1 0 0 0
786 "m" 0 0 8.1 4.75 "s" 0 1 0 0
787 "m" 0 0 11.87 0 "s" 1 0 0 1
788 "m" 0 0 0.24 0 "s" 1 0 0 0
789 "m" 0 0 0.24 0 "s" 1 0 0 0
790 "m" 0 0 0.41 0 "s" 1 0 0 0
791 "m" 0 0 1.31 0 "s" 1 0 0 0
792 "m" 0 0 0.41 0 "s" 1 0 0 0
793 "m" 0 0 2.15 0 "s" 1 0 0 0
794 "m" 0 0 0.9 0 "s" 1 0 0 0
795 "m" 0 0 1.74 0 "s" 1 0 0 0
796 "m" 0 0 0.89 0 "s" 1 0 0 0
797 "m" 0 0 0.77 0 "s" 1 0 0 0
798 "m" 0 0 0.1 0 "s" 1 0 0 0
799 "m" 0 0 0.1 0 "s" 1 0 0 0
800 "m" 0 0 0.2 0 "s" 1 0 0 0
801 "m" 0 0 0.16 0 "s" 1 0 0 0
802 "m" 0 0 0.16 0 "s" 1 0 0 0
803 "m" 0 0 2.7 0 "s" 1 0 0 1
804 "m" 0 0 2.7 0 "s" 1 0 0 1
805 "m" 0 0 2.7 0 "s" 1 0 0 1
806 "m" 0 0 2.7 0 "s" 1 0 0 1
807 "m" 0 0 7.76 0 "s" 1 0 0 0
808 "m" 0 0 3.04 0 "s" 1 0 0 0
809 "m" 0 0 1.76 0 "s" 1 0 0 0
810 "m" 0 0 0.09 0 "s" 1 0 0 0
811 "m" 0 0 0.25 0 "s" 1 0 0 0
812 "m" 0 0 0.35 0 "s" 1 0 0 0
813 "m" 0 0 0.65 0 "s" 1 0 0 0
814 "m" 0 0 0.77 0 "s" 1 0 0 0
815 "m" 0 0 1.33 0 "s" 1 0 0 1
816 "m" 0 0 1.33 0 "s" 1 0 0 1
817 "m" 0 0 1.33 0 "s" 1 0 0 1
818 "m" 0 0 1.5 0 "s" 1 0 0 1
819 "m" 0 0 1.5 0 "s" 1 0 0 1
820 "m" 0 0 1.5 0 "s" 1 0 0 1
821 "m" 0 0 1.59 0 "s" 1 0 0 1
822 "m" 0 0 0.32 0 "s" 1 0 0 0
823 "m" 0 0 0.61 0 "s" 1 0 0 0
824 "m" 0 0 0.73 0 "s" 1 0 0 0
825 "m" 0 0 1.08 0 "s" 1 0 0 0
826 "m" 0 0 0.1 0 "s" 1 0 0 0
827 "m" 0 0 0.41 0 "s" 1 0 0 0
828 "m" 0 0 0.51 0 "s" 1 0 0 0
829 "m" 0 0 4.01 0 "s" 1 0 0 0
830 "m" 0 0 0.41 0 "s" 1 0 0 0
831 "m" 0 0 0.41 0 "s" 1 0 0 0
832 "m" 0 0 0.49 0.12 "s" 0 1 0 0
833 "m" 0 0 0.5 0 "s" 1 0 0 0
834 "m" 0 0 0.83 0 "s" 1 0 0 0
835 "m" 0 0 1.36 0 "s" 1 0 0 0
836 "m" 0 0 1.02 0 "s" 1 0 0 0
837 "m" 0 0 0.08 0 "s" 1 0 0 0
838 "m" 0 0 6.78 0 "s" 1 0 0 0
839 "m" 0 0 8.07 3.9 "s" 0 1 0 0
840 "m" 0 0 8.07 0 "s" 1 0 0 0
841 "m" 0 0 8.76 2.84 "s" 0 1 0 0
842 "m" 0 0 8.61 6 "s" 0 1 0 0
843 "m" 0 0 4.96 4.47 "s" 0 1 0 0
844 "m" 0 0 6.91 4.69 "s" 0 1 0 1
845 "m" 0 0 2.05 1.29 "s" 0 1 0 0
846 "m" 0 0 4.96 3.75 "s" 0 1 0 0
847 "m" 0 0 4.2 3.75 "s" 0 1 0 1
848 "m" 0 0 8.68 5.75 "s" 0 1 0 0
849 "m" 0 0 8.73 3.5 "s" 0 1 0 0
850 "m" 0 0 9.15 3.5 "s" 0 1 0 0
851 "m" 0 0 3.49 1.46 "s" 0 1 0 1
852 "m" 0 0 3.49 1.46 "s" 0 1 0 1
853 "m" 0 0 6.67 4.75 "s" 0 1 0 0
854 "m" 0 0 7.42 4.75 "s" 0 1 0 0
855 "m" 0 0 5.59 3.75 "s" 0 1 0 0
856 "m" 0 0 7.69 4.67 "s" 0 1 0 0
857 "m" 0 0 3.16 1.12 "s" 0 1 0 0
858 "m" 0 0 8.68 7.44 "s" 0 1 0 1
859 "m" 0 0 3.33 1.29 "s" 0 1 0 0
860 "m" 0 0 8.68 7.45 "s" 0 1 0 1
861 "m" 0 0 2.61 0 "s" 1 0 0 0
862 "m" 0 0 1.49 0 "s" 1 0 0 0
863 "m" 0 0 4.66 3.81 "s" 0 1 0 1
864 "m" 0 0 6.35 5.41 "s" 0 1 0 0
865 "m" 0 0 6.59 5.03 "s" 0 1 0 0
866 "m" 0 0 6.29 5.03 "s" 0 1 0 0
867 "m" 0 0 5.2 3.52 "s" 0 1 0 1
868 "m" 0 0 5.58 0 "s" 1 0 0 0
869 "m" 0 0 11.03 3.9 "s" 0 1 0 0
870 "m" 0 0 2.2 0 "s" 1 0 0 1
871 "m" 0 0 2.11 0 "s" 1 0 0 0
872 "m" 0 0 7.26 2.41 "s" 0 1 0 1
873 "m" 0 0 2.92 0 "s" 1 0 0 1
874 "m" 0 0 2.92 0 "s" 1 0 0 1
875 "m" 0 0 2.18 2.18 "s" 0 1 0 0
876 "m" 0 0 1.52 0 "s" 1 0 0 0
877 "m" 0 0 1.42 0 "s" 1 0 0 1
878 "m" 0 1 4.91 0 "s" 0 0 0 0
879 "m" 0 0 1.56 0 "s" 1 0 0 0
880 "m" 0 0 2.4 0 "s" 1 0 0 0
881 "m" 0 0 1.28 0 "s" 1 0 0 0
882 "m" 0 0 1.12 0 "s" 1 0 0 1
883 "m" 0 0 0.58 0 "s" 1 0 0 0
884 "m" 0 0 0.76 0 "s" 1 0 0 0
885 "m" 0 0 1.8 0 "s" 1 0 0 0
886 "m" 0 0 1.2 0 "s" 1 0 0 0
887 "m" 0 0 1.58 0 "s" 1 0 0 0
888 "m" 0 1 0.41 0 "s" 0 0 0 0
889 "m" 0 0 1.75 1.18 "s" 0 1 0 1
890 "m" 0 0 1.75 1.18 "s" 0 1 0 1
891 "m" 0 0 1.75 1.18 "s" 0 1 0 1
892 "m" 0 0 5.88 0 "s" 1 0 0 0
893 "m" 0 0 0.31 0 "s" 1 0 0 0
894 "m" 0 0 0.81 0 "s" 1 0 0 0
895 "m" 0 0 0.81 0 "s" 1 0 0 0
896 "m" 0 0 0.31 0 "s" 1 0 0 0
897 "m" 0 0 0.31 0 "s" 1 0 0 0
898 "m" 0 0 4.51 0 "s" 1 0 0 0
899 "m" 0 0 5.16 0 "s" 1 0 0 0
900 "m" 0 0 5.69 0 "s" 1 0 0 0
901 "m" 0 0 2.7 0 "s" 1 0 0 0
902 "m" 0 0 2.78 0 "s" 1 0 0 0
903 "m" 0 0 2.53 0 "s" 1 0 0 0
904 "m" 0 0 0.52 0 "s" 1 0 0 0
905 "m" 0 0 0.45 0 "s" 1 0 0 0
906 "m" 0 0 0.23 0 "s" 1 0 0 0
907 "m" 0 0 4.95 0 "s" 1 0 0 0
908 "m" 0 0 0.08 0 "s" 1 0 0 0
909 "m" 0 0 0.08 0 "s" 1 0 0 0
910 "m" 0 0 2.56 0 "s" 1 0 0 0
911 "m" 0 0 0.73 0 "s" 1 0 0 0
912 "m" 0 0 2.56 0 "s" 1 0 0 0
913 "m" 0 0 2.88 0 "s" 1 0 0 0
914 "m" 0 0 1.1 0 "s" 1 0 0 0
915 "m" 0 0 2.93 0 "s" 1 0 0 0
916 "m" 0 0 0.52 0 "s" 1 0 0 0
917 "m" 0 0 0.34 0 "s" 1 0 0 0
918 "m" 0 0 1.3 0 "s" 1 0 0 0
919 "m" 0 0 0.83 0 "s" 1 0 0 0
920 "m" 0 0 0.21 0 "s" 1 0 0 0
921 "m" 0 0 2.38 0 "s" 1 0 0 1
922 "m" 0 0 6.31 4.87 "s" 0 1 0 0
923 "m" 0 0 0.19 0 "s" 1 0 0 0
924 "m" 0 0 0.13 0 "s" 1 0 0 0
925 "m" 0 0 6.48 0 "s" 1 0 0 0
926 "m" 0 0 0.41 0 "s" 1 0 0 0
927 "m" 0 0 0.19 0 "s" 1 0 0 0
928 "m" 0 0 0.22 0 "s" 1 0 0 0
929 "m" 0 0 0.22 0 "s" 1 0 0 0
930 "m" 0 0 0.22 0 "s" 1 0 0 0
931 "m" 0 0 1.57 0 "s" 1 0 0 0
932 "m" 0 0 0.62 0 "s" 1 0 0 0
933 "m" 0 0 4.44 0 "s" 1 0 0 0
934 "m" 0 0 0.3 0 "s" 1 0 0 0
935 "m" 0 0 0.33 0 "s" 1 0 0 0
936 "m" 0 0 0.19 0 "s" 1 0 0 0
937 "m" 0 0 4.22 0 "s" 1 0 0 0
938 "m" 0 0 0.91 0 "s" 1 0 0 0
939 "m" 0 0 0.45 0 "s" 1 0 0 0
940 "m" 0 0 0.31 0 "s" 1 0 0 0
941 "m" 0 0 0.94 0 "s" 1 0 0 0
942 "m" 0 1 1.14 0 "s" 0 0 0 0
943 "m" 0 1 1.14 0 "s" 0 0 0 0
944 "m" 0 1 0.82 0 "s" 0 0 0 0
945 "m" 0 1 0.57 0 "s" 0 0 0 0
946 "m" 0 1 0.57 0 "s" 0 0 0 0
947 "m" 0 0 1.14 0 "s" 1 0 0 0
948 "m" 0 0 4.28 0 "s" 1 0 0 0
949 "m" 0 0 1.47 0 "s" 1 0 0 0
950 "m" 0 0 4.67 0 "s" 1 0 0 1
951 "m" 0 0 4.42 0 "s" 1 0 0 1
952 "m" 0 0 5.14 0 "s" 1 0 0 0
953 "m" 0 0 3.23 0 "s" 1 0 0 0
954 "m" 0 0 3.43 0 "s" 1 0 0 0
955 "m" 0 0 0.25 0 "s" 1 0 0 0
956 "m" 0 0 0.25 0 "s" 1 0 0 0
957 "m" 0 0 0.55 0 "s" 1 0 0 0
958 "m" 0 0 0.61 0 "s" 1 0 0 0
959 "m" 0 0 5.33 0 "s" 1 0 0 0
960 "m" 0 0 8.36 0 "s" 1 0 0 0
961 "m" 0 0 2.66 0 "s" 1 0 0 0
962 "m" 0 0 1.22 0 "s" 1 0 0 0
963 "m" 0 0 0.37 0 "s" 1 0 0 0
964 "m" 0 0 3.35 0 "s" 1 0 0 0
965 "m" 0 0 0.33 0 "s" 1 0 0 0
966 "m" 0 0 0.33 0 "s" 1 0 0 0
967 "m" 0 0 0.33 0 "s" 1 0 0 0
968 "m" 0 0 1.73 0 "s" 1 0 0 0
969 "m" 0 0 3.58 0 "s" 1 0 0 1
970 "m" 0 0 0.51 0 "s" 1 0 0 0
971 "m" 0 0 4.45 0 "s" 1 0 0 1
972 "m" 0 0 1.97 0 "s" 1 0 0 0
973 "m" 0 0 2.75 0 "s" 1 0 0 1
974 "m" 0 0 4.37 0 "s" 1 0 0 1
975 "m" 0 0 3.96 0 "s" 1 0 0 1
976 "m" 0 0 0.25 0 "s" 1 0 0 0
