"id" "sex" "dead" "cens" "xli" "xti" "loc" "potEm" "im" "unsex" "outMigr"
1455 "m" 0 0 1.38 0 "s" 1 0 0 0
1456 "m" 0 0 8.18 5.37 "s" 0 1 0 0
1457 "m" 0 0 9.14 7.5 "s" 0 1 0 0
1458 "m" 0 0 3.84 0 "s" 1 0 0 1
1459 "m" 0 0 0.33 0 "s" 1 0 0 0
1460 "m" 0 0 0.2 0 "s" 1 0 0 0
1461 "m" 0 0 0.2 0 "s" 1 0 0 0
1462 "m" 0 0 2.21 0 "s" 1 0 0 1
1463 "m" 0 0 0.56 0 "s" 1 0 0 0
1464 "m" 0 0 3.04 0 "s" 1 0 0 0
1465 "m" 0 0 0.56 0 "s" 1 0 0 0
1466 "m" 0 0 5.75 0 "s" 1 0 0 0
1467 "m" 0 0 2.12 0 "s" 1 0 0 0
1468 "m" 0 0 0.09 0 "s" 1 0 0 0
1469 "m" 0 0 0.16 0 "s" 1 0 0 0
1470 "m" 0 0 0.78 0 "s" 1 0 0 0
1471 "m" 0 1 2.96 0 "s" 0 0 0 0
1472 "m" 0 0 0.16 0 "s" 1 0 0 0
1473 "m" 0 0 0.26 0 "s" 1 0 0 0
1474 "m" 0 0 1.56 0 "s" 1 0 0 0
1475 "m" 0 1 2.3 0 "s" 0 0 0 0
1476 "m" 0 1 2.3 0 "s" 0 0 0 0
1477 "m" 0 0 0.44 0 "s" 1 0 0 0
1478 "m" 0 0 0.44 0 "s" 1 0 0 0
1479 "m" 0 0 0.31 0 "s" 1 0 0 0
1480 "m" 0 1 0.82 0 "s" 0 0 0 0
1481 "m" 0 0 0.28 0 "s" 1 0 0 0
1482 "m" 0 0 0.22 0 "s" 1 0 0 0
1483 "m" 0 0 0.98 0 "s" 1 0 0 0
1484 "m" 0 0 2.26 0 "s" 1 0 0 0
1485 "m" 0 0 0.26 0 "s" 1 0 0 0
1486 "m" 0 0 0.17 0 "s" 1 0 0 0
1487 "m" 0 0 0.17 0 "s" 1 0 0 0
1488 "m" 0 0 0.17 0 "s" 1 0 0 0
1489 "m" 0 0 0.17 0 "s" 1 0 0 0
1490 "m" 0 0 1.36 0 "s" 1 0 0 0
1491 "m" 0 0 7.84 0 "s" 1 0 0 1
1492 "m" 0 0 0.19 0 "s" 1 0 0 0
1493 "m" 0 0 1.4 0 "s" 1 0 0 0
1494 "m" 0 0 2.7 0 "s" 1 0 0 0
1495 "m" 0 0 0.95 0 "s" 1 0 0 0
1496 "m" 0 0 0.77 0 "s" 1 0 0 0
1497 "m" 0 0 0.67 0 "s" 1 0 0 0
1498 "m" 0 0 0.7 0 "s" 1 0 0 0
1499 "m" 0 0 0.11 0 "s" 1 0 0 0
1500 "m" 0 0 0.11 0 "s" 1 0 0 0
1501 "m" 0 0 0.79 0 "s" 1 0 0 0
1502 "m" 0 0 0.38 0 "s" 1 0 0 0
1503 "m" 0 0 0.38 0 "s" 1 0 0 0
1504 "m" 0 0 2.05 0 "s" 1 0 0 0
1505 "m" 0 0 5.58 0 "s" 1 0 0 0
1506 "m" 0 0 5.66 0 "s" 1 0 0 1
1507 "m" 0 0 0.27 0 "s" 1 0 0 0
1508 "m" 0 0 5.62 0 "s" 1 0 0 1
1509 "m" 0 0 0.55 0 "s" 1 0 0 0
1510 "m" 0 0 0.15 0 "s" 1 0 0 0
1511 "m" 0 0 4.08 0 "s" 1 0 0 1
1512 "m" 0 0 4.08 0 "s" 1 0 0 1
1513 "m" 0 0 4.08 0 "s" 1 0 0 1
1514 "m" 0 0 0.34 0 "s" 1 0 0 0
1515 "m" 0 0 0.4 0 "s" 1 0 0 0
1516 "m" 0 0 0.4 0 "s" 1 0 0 0
1517 "m" 0 0 0.2 0 "s" 1 0 0 0
1518 "m" 0 0 11.23 0 "s" 1 0 0 1
1519 "m" 0 0 2.76 0 "s" 1 0 0 0
1520 "m" 0 0 4.55 0 "s" 1 0 0 0
1521 "m" 0 0 0.65 0 "s" 1 0 0 0
1522 "m" 0 0 10.06 0 "s" 1 0 0 1
1523 "m" 0 0 3.38 0 "s" 1 0 0 1
1524 "m" 0 0 0.76 0 "s" 1 0 0 0
1525 "m" 0 0 3.87 0 "s" 1 0 0 0
1526 "m" 0 0 0.64 0 "s" 1 0 0 0
1527 "m" 0 0 2.62 0 "s" 1 0 0 0
1528 "m" 0 0 9.71 6.6 "s" 0 1 0 0
1529 "m" 0 0 11.64 6.63 "s" 0 1 0 0
1530 "m" 0 0 6.8 5.72 "s" 0 1 0 0
1531 "m" 0 0 14.32 3.71 "s" 0 1 0 0
1532 "m" 0 0 9.76 5.37 "s" 0 1 0 1
1533 "m" 0 0 7.44 5.75 "s" 0 1 0 0
1534 "m" 0 0 9.77 5.37 "s" 0 1 0 1
1535 "m" 0 0 7.66 0 "s" 1 0 0 0
1536 "m" 0 0 0.55 0 "s" 1 0 0 0
1537 "m" 0 0 0.13 0 "s" 1 0 0 0
1538 "m" 0 0 6.54 5.69 "s" 0 1 0 0
1539 "m" 0 0 7.72 7.7 "s" 0 1 0 0
1540 "m" 0 0 3.84 0 "s" 1 0 0 1
1541 "m" 0 0 0.4 0 "s" 1 0 0 0
1542 "m" 0 0 0.76 0 "s" 1 0 0 0
1543 "m" 0 0 0.4 0 "s" 1 0 0 0
1544 "m" 0 0 8.81 5.03 "s" 0 1 0 1
1545 "m" 0 0 1.26 0 "s" 1 0 0 0
1546 "m" 0 0 2.72 0 "s" 1 0 0 1
1547 "m" 0 0 8.23 0 "s" 1 0 0 1
1548 "m" 0 0 8.23 0 "s" 1 0 0 1
1549 "m" 0 0 2.58 0 "s" 1 0 0 1
1550 "m" 0 0 3.19 0 "s" 1 0 0 1
1551 "m" 0 0 3.19 0 "s" 1 0 0 1
1552 "m" 0 0 0.6 0 "s" 1 0 0 0
1553 "m" 0 0 0.41 0 "s" 1 0 0 0
1554 "m" 0 0 0.15 0 "s" 1 0 0 0
1555 "m" 0 0 8.15 0 "s" 1 0 0 1
1556 "m" 0 0 1.99 0 "s" 1 0 0 0
1557 "m" 0 0 2.12 0 "s" 1 0 0 1
1558 "m" 0 0 2.12 0 "s" 1 0 0 1
1559 "m" 0 0 0.33 0 "s" 1 0 0 0
1560 "m" 0 0 0.33 0 "s" 1 0 0 0
1561 "m" 0 0 11.06 9.22 "s" 0 1 0 0
1562 "m" 0 0 2.96 0 "s" 1 0 0 1
1563 "m" 0 0 2.02 0 "s" 1 0 0 0
1564 "m" 0 0 1.06 0 "s" 1 0 0 0
1565 "m" 0 0 8.5 0 "s" 1 0 0 1
1566 "m" 0 0 1.61 0 "s" 1 0 0 0
1567 "m" 0 0 4.03 0 "s" 1 0 0 0
1568 "m" 0 0 4.06 0 "s" 1 0 0 1
1569 "m" 0 0 2.54 0 "s" 1 0 0 1
1570 "m" 0 0 3.88 0 "s" 1 0 0 0
1571 "m" 0 0 7.55 0 "s" 1 0 0 1
1572 "m" 0 0 3.73 0 "s" 1 0 0 0
1573 "m" 0 0 9.2 8.39 "s" 0 1 0 0
1574 "m" 0 0 9.39 4.21 "s" 0 1 0 0
1575 "m" 0 0 0.39 0 "s" 1 0 0 0
1576 "m" 0 0 0.39 0 "s" 1 0 0 0
1577 "m" 0 0 1.71 0 "s" 1 0 0 0
1578 "m" 0 0 2.11 0 "s" 1 0 0 0
1579 "m" 0 0 9.59 0 "s" 1 0 0 0
1580 "m" 0 0 0.72 0 "s" 1 0 0 0
1581 "m" 0 0 1.87 0 "s" 1 0 0 0
1582 "m" 0 0 0.19 0 "s" 1 0 0 0
1583 "m" 0 0 3.06 0 "s" 1 0 0 1
1584 "m" 0 0 0.3 0 "s" 1 0 0 0
1585 "m" 0 0 3.87 0 "s" 1 0 0 0
1586 "m" 0 0 0.38 0 "s" 1 0 0 0
1587 "m" 0 0 0.38 0 "s" 1 0 0 0
1588 "m" 0 0 0.29 0 "s" 1 0 0 0
1589 "m" 0 0 0.21 0 "s" 1 0 0 0
1590 "m" 0 0 6.41 0 "s" 1 0 0 0
1591 "m" 0 0 4.32 0 "s" 1 0 0 0
1592 "m" 0 0 6.8 0 "s" 1 0 0 0
1593 "m" 0 0 0.26 0 "s" 1 0 0 0
1594 "m" 0 0 11.05 3.9 "s" 0 1 0 0
1595 "m" 0 0 0.26 0 "s" 1 0 0 0
1596 "m" 0 0 0.29 0 "s" 1 0 0 0
1597 "m" 0 0 0.39 0 "s" 1 0 0 0
1598 "m" 0 0 7.52 5.46 "s" 0 1 0 1
1599 "m" 0 0 0.07 0 "s" 1 0 0 0
1600 "m" 0 0 0.13 0 "s" 1 0 0 0
1601 "m" 0 0 0.13 0 "s" 1 0 0 0
1602 "m" 0 0 0.16 0 "s" 1 0 0 0
1603 "m" 0 0 0.34 0 "s" 1 0 0 0
1604 "m" 0 0 7.97 5 "s" 0 1 0 1
1605 "m" 0 0 3.97 1 "s" 0 1 0 1
1606 "m" 0 0 11.06 3.23 "s" 0 1 0 1
1607 "m" 0 1 7.58 3.75 "s" 0 1 0 0
1608 "m" 0 0 10.48 8.38 "s" 0 1 0 1
1609 "m" 0 0 10.48 8.38 "s" 0 1 0 1
1610 "m" 0 0 12.5 7 "s" 0 1 0 0
1611 "m" 0 1 5.42 4.15 "s" 0 1 0 0
1612 "m" 0 0 3.17 0 "s" 1 0 0 1
1613 "m" 0 0 7.23 3.94 "s" 0 1 0 0
1614 "m" 0 0 0.79 0 "s" 1 0 0 0
1615 "m" 0 0 5.43 5.42 "s" 0 1 0 0
1616 "m" 0 0 7.03 0 "s" 1 0 0 0
1617 "m" 0 0 0.33 0 "s" 1 0 0 0
1618 "m" 0 0 6.56 3.94 "s" 0 1 0 0
1619 "m" 0 0 0.25 0 "s" 1 0 0 0
1620 "m" 0 0 3.73 0 "s" 1 0 0 0
1621 "m" 0 0 4.9 4.1 "s" 0 1 0 1
1622 "m" 0 0 0.32 0 "s" 1 0 0 0
1623 "m" 0 0 0.32 0 "s" 1 0 0 0
1624 "m" 0 0 0.32 0 "s" 1 0 0 0
1625 "m" 0 0 0.32 0 "s" 1 0 0 0
1626 "m" 0 0 0.32 0 "s" 1 0 0 0
1627 "m" 0 0 0.27 0 "s" 1 0 0 0
1628 "m" 0 0 2.66 0 "s" 1 0 0 1
1629 "m" 0 0 2.66 0 "s" 1 0 0 1
1630 "m" 0 0 0.18 0 "s" 1 0 0 0
1631 "m" 0 0 0.18 0 "s" 1 0 0 0
1632 "m" 0 0 0.18 0 "s" 1 0 0 0
1633 "m" 0 0 0.11 0 "s" 1 0 0 0
1634 "m" 0 0 0.77 0 "s" 1 0 0 0
1635 "m" 0 1 4.08 0 "s" 0 0 0 0
1636 "m" 0 0 0.77 0 "s" 1 0 0 0
1637 "m" 0 0 0.32 0 "s" 1 0 0 0
1638 "m" 0 0 2.07 0 "s" 1 0 0 0
1639 "m" 0 0 0.26 0 "s" 1 0 0 0
1640 "m" 0 0 0.82 0 "s" 1 0 0 0
1641 "m" 0 1 7.25 0 "s" 0 0 0 0
1642 "m" 0 1 7.25 0 "s" 0 0 0 0
1643 "m" 0 0 5 0 "s" 1 0 0 0
1644 "m" 0 1 6.9 0 "s" 0 0 0 0
1645 "m" 0 0 4.14 0 "s" 1 0 0 0
1646 "m" 0 1 6.9 0 "s" 0 0 0 0
1647 "m" 0 0 0.73 0 "s" 1 0 0 0
1648 "m" 0 1 4.33 0 "s" 0 0 0 0
1649 "m" 0 1 4.25 0 "s" 0 0 0 0
1650 "m" 0 0 2.82 0 "s" 1 0 0 0
1651 "m" 0 1 4.08 0 "s" 0 0 0 0
1652 "m" 0 1 4.08 0 "s" 0 0 0 0
1653 "m" 0 0 7.02 2.76 "s" 0 1 0 0
1654 "m" 0 0 4.45 3.37 "s" 0 1 0 0
1655 "m" 0 0 4.96 2.21 "s" 0 1 0 1
1656 "m" 0 0 3.22 0 "s" 1 0 0 1
1657 "m" 0 0 1.68 0 "s" 1 0 0 0
1658 "m" 0 0 0.53 0 "s" 1 0 0 0
1659 "m" 0 1 4.09 0 "s" 0 0 0 0
1660 "m" 0 0 1.08 0 "s" 1 0 0 0
1661 "m" 0 1 1.19 0 "s" 0 0 0 0
1662 "m" 0 0 6.49 0 "s" 1 0 0 0
1663 "m" 0 0 0.41 0 "s" 1 0 0 0
1664 "m" 0 1 13.23 0 "s" 0 0 0 0
1665 "m" 0 0 0.33 0 "s" 1 0 0 0
1666 "m" 0 0 8.15 0 "s" 1 0 0 0
1667 "m" 0 0 2.39 0 "s" 1 0 0 0
1668 "m" 0 0 2.53 0 "s" 1 0 0 0
1669 "m" 0 0 3.5 0 "s" 1 0 0 0
1670 "m" 0 0 0.24 0 "s" 1 0 0 0
1671 "m" 0 0 6.41 0 "s" 1 0 0 1
1672 "m" 0 0 0.68 0 "s" 1 0 0 0
1673 "m" 0 0 5.13 0 "s" 1 0 0 1
1674 "m" 0 0 5.11 0 "s" 1 0 0 1
1675 "m" 0 0 0.28 0 "s" 1 0 0 0
1676 "m" 0 0 1.61 0 "s" 1 0 0 0
1677 "m" 0 0 0.45 0 "s" 1 0 0 0
1678 "m" 0 0 0.45 0 "s" 1 0 0 0
1679 "m" 0 0 3.84 0 "s" 1 0 0 1
1680 "m" 0 0 5.61 5.61 "s" 0 1 0 1
1681 "m" 0 0 4.52 0 "s" 1 0 0 1
1682 "m" 0 0 4.52 0 "s" 1 0 0 1
1683 "m" 0 0 9.06 5.06 "s" 0 1 0 0
1684 "m" 0 0 8.72 6.54 "s" 0 1 0 0
1685 "m" 0 1 7.58 3.9 "s" 0 1 0 0
1686 "m" 0 0 9.57 9.18 "s" 0 1 0 1
1687 "m" 0 0 6 5.59 "s" 0 1 0 0
1688 "m" 0 0 1.48 1 "s" 0 1 0 1
1689 "m" 0 0 1.48 1 "s" 0 1 0 1
1690 "m" 0 0 11.17 7.86 "s" 0 1 0 0
1691 "m" 0 0 8.46 4.29 "s" 0 1 0 0
1692 "m" 0 0 7.1 4.29 "s" 0 1 0 0
1693 "m" 0 0 6.36 4.36 "s" 0 1 0 1
1694 "m" 0 0 12.33 10.06 "s" 0 1 0 0
1695 "m" 0 0 10.26 4.29 "s" 0 1 0 0
1696 "m" 0 0 9.43 3.86 "s" 0 1 0 0
1697 "m" 0 0 2.44 0 "s" 1 0 0 0
1698 "m" 0 0 1 0 "s" 1 0 0 0
1699 "m" 0 0 5.79 0 "s" 1 0 0 0
1700 "m" 0 0 0.7 0 "s" 1 0 0 0
1701 "m" 0 0 0.7 0 "s" 1 0 0 0
1702 "m" 0 0 0.7 0 "s" 1 0 0 0
1703 "m" 0 0 0.53 0 "s" 1 0 0 0
1704 "m" 0 0 0.74 0 "s" 1 0 0 0
1705 "m" 0 0 5.52 0 "s" 1 0 0 0
1706 "m" 0 0 7.01 0 "s" 1 0 0 0
1707 "m" 0 0 0.71 0 "s" 1 0 0 0
1708 "m" 0 0 0.34 0 "s" 1 0 0 0
1709 "m" 0 0 5.75 0 "s" 1 0 0 0
1710 "m" 0 0 2.64 0 "s" 1 0 0 0
1711 "m" 0 0 0.14 0 "s" 1 0 0 0
1712 "m" 0 0 0.14 0 "s" 1 0 0 0
1713 "m" 0 0 0.27 0 "s" 1 0 0 0
1714 "m" 0 0 0.44 0 "s" 1 0 0 0
1715 "m" 0 0 0.16 0 "s" 1 0 0 0
1716 "m" 0 0 0.22 0 "s" 1 0 0 0
1717 "m" 0 0 2.3 0 "s" 1 0 0 1
1718 "m" 0 0 0.34 0 "s" 1 0 0 0
1719 "m" 0 0 0.51 0 "s" 1 0 0 0
1720 "m" 0 0 2.75 0 "s" 1 0 0 0
1721 "m" 0 0 3.74 0 "s" 1 0 0 1
1722 "m" 0 0 0.32 0 "s" 1 0 0 0
1723 "m" 0 0 3.78 0 "s" 1 0 0 1
1724 "m" 0 0 0.46 0 "s" 1 0 0 0
1725 "m" 0 0 1.87 0 "s" 1 0 0 1
1726 "m" 0 0 1.87 0 "s" 1 0 0 1
1727 "m" 0 0 1.44 0 "s" 1 0 0 1
1728 "m" 0 0 1.44 0 "s" 1 0 0 1
1729 "m" 0 0 2.05 0 "s" 1 0 0 0
1730 "m" 0 0 0.15 0 "s" 1 0 0 0
1731 "m" 0 0 2.34 0 "s" 1 0 0 0
1732 "m" 0 0 2.26 0 "s" 1 0 0 0
1733 "m" 0 0 2.37 0 "s" 1 0 0 0
1734 "m" 0 1 6.83 0 "s" 0 0 0 0
1735 "m" 0 0 2.4 0 "s" 1 0 0 0
1736 "m" 0 0 4.08 0 "s" 1 0 0 0
1737 "m" 0 0 2.99 0 "s" 1 0 0 0
1738 "m" 0 0 0.43 0 "s" 1 0 0 0
1739 "m" 0 0 3.21 0 "s" 1 0 0 1
1740 "m" 0 0 0.45 0 "s" 1 0 0 0
1741 "m" 0 0 2.79 0 "s" 1 0 0 1
1742 "m" 0 0 0.69 0 "s" 1 0 0 0
1743 "m" 0 0 0.17 0 "s" 1 0 0 0
1744 "m" 0 0 0.43 0 "s" 1 0 0 0
1745 "m" 0 0 0.42 0 "s" 1 0 0 0
1746 "m" 0 0 0.3 0 "s" 1 0 0 0
1747 "m" 0 1 2.88 0 "s" 0 0 0 0
1748 "m" 0 1 2.88 0 "s" 0 0 0 0
1749 "m" 0 1 2.88 0 "s" 0 0 0 0
1750 "m" 0 0 0.43 0 "s" 1 0 0 0
1751 "m" 0 1 2.88 0 "s" 0 0 0 0
1752 "m" 0 1 2.88 0 "s" 0 0 0 0
1753 "m" 0 1 2.88 0 "s" 0 0 0 0
1754 "m" 0 0 1.94 0 "s" 1 0 0 0
1755 "m" 0 1 2.88 0 "s" 0 0 0 0
1756 "m" 0 1 2.88 0 "s" 0 0 0 0
1757 "m" 0 1 2.88 0 "s" 0 0 0 0
1758 "m" 0 1 2.88 0 "s" 0 0 0 0
1759 "m" 0 1 2.57 0 "s" 0 0 0 0
1760 "m" 0 1 2.57 0 "s" 0 0 0 0
1761 "m" 0 1 0.82 0 "s" 0 0 0 0
1762 "m" 0 1 0.82 0 "s" 0 0 0 0
1763 "m" 0 1 0.82 0 "s" 0 0 0 0
1764 "m" 0 1 0.82 0 "s" 0 0 0 0
1765 "m" 0 0 0.51 0 "s" 1 0 0 0
1766 "m" 0 1 0.82 0 "s" 0 0 0 0
1767 "m" 0 0 0.38 0 "s" 1 0 0 0
1768 "m" 0 0 2.79 0 "s" 1 0 0 0
1769 "m" 0 0 2.98 0 "s" 1 0 0 0
1770 "m" 0 0 2.83 0 "s" 1 0 0 0
1771 "m" 0 0 2.86 0 "s" 1 0 0 0
1772 "m" 0 0 2.45 0 "s" 1 0 0 0
1773 "m" 0 0 2.22 0 "s" 1 0 0 1
1774 "m" 0 0 2.16 0 "s" 1 0 0 1
1775 "m" 0 0 3.25 0 "s" 1 0 0 1
1776 "m" 0 0 3.25 0 "s" 1 0 0 1
1777 "m" 0 0 2.36 0 "s" 1 0 0 0
1778 "m" 0 0 3.1 0 "s" 1 0 0 1
1779 "m" 0 0 4.61 0 "s" 1 0 0 0
1780 "m" 0 0 3.1 0 "s" 1 0 0 1
1781 "m" 0 0 4.42 0 "s" 1 0 0 1
1782 "m" 0 0 3.61 0 "s" 1 0 0 1
1783 "m" 0 0 1.7 0 "s" 1 0 0 0
1784 "m" 0 0 0.23 0 "s" 1 0 0 0
1785 "m" 0 0 2.11 0 "s" 1 0 0 1
1786 "m" 0 0 1.24 0 "s" 1 0 0 0
1787 "m" 0 0 0.6 0 "s" 1 0 0 0
1788 "m" 0 0 0.42 0 "s" 1 0 0 0
1789 "m" 0 0 0.42 0 "s" 1 0 0 0
1790 "m" 0 0 2.83 0 "s" 1 0 0 1
1791 "m" 0 0 2.83 0 "s" 1 0 0 1
1792 "m" 0 0 4.32 0 "s" 1 0 0 1
1793 "m" 0 0 1.04 0 "s" 1 0 0 0
1794 "m" 0 0 4.37 0 "s" 1 0 0 1
1795 "m" 0 0 10.97 5 "s" 0 1 0 0
1796 "m" 0 0 9.83 5.03 "s" 0 1 0 0
1797 "m" 0 0 7.99 3.95 "s" 0 1 0 0
1798 "m" 0 1 3.09 2.14 "s" 0 1 0 0
1799 "m" 0 0 9.44 5.77 "s" 0 1 0 0
1800 "m" 0 0 2.27 0 "s" 1 0 0 1
1801 "m" 0 0 2.19 0 "s" 1 0 0 1
1802 "m" 0 0 1.94 0 "s" 1 0 0 1
1803 "m" 0 0 1.27 0 "s" 1 0 0 1
1804 "m" 0 1 2.83 2.52 "s" 0 1 0 0
1805 "m" 0 1 2.83 2.52 "s" 0 1 0 0
1806 "m" 0 1 2.83 2.52 "s" 0 1 0 0
1807 "m" 0 1 2.83 2.52 "s" 0 1 0 0
1808 "m" 0 1 0.48 0 "s" 0 0 0 0
1809 "m" 0 1 0.48 0 "s" 0 0 0 0
1810 "m" 0 0 1.32 0 "s" 1 0 0 0
1811 "m" 0 0 2.86 0 "s" 1 0 0 0
1812 "m" 0 0 1.1 0 "s" 1 0 0 0
1813 "m" 0 0 2.11 0 "s" 1 0 0 0
1814 "m" 0 0 0.21 0 "s" 1 0 0 0
1815 "m" 0 0 0.21 0 "s" 1 0 0 0
1816 "m" 0 0 3.85 0 "s" 1 0 0 0
1817 "m" 0 0 0.39 0 "s" 1 0 0 0
1818 "m" 0 0 9.57 9.18 "s" 0 1 0 1
1819 "m" 0 1 7.58 3.75 "s" 0 1 0 0
1820 "m" 0 0 12.08 2.71 "s" 0 1 0 0
1821 "m" 0 0 12.15 2.8 "s" 0 1 0 0
1822 "m" 0 0 4.68 1.82 "s" 0 1 0 0
1823 "m" 0 0 9.2 6.7 "s" 0 1 0 1
1824 "m" 0 0 9.17 6.7 "s" 0 1 0 1
1825 "m" 0 0 7.41 7.39 "s" 0 1 0 0
1826 "m" 0 0 11.27 4.41 "s" 0 1 0 0
1827 "m" 0 1 7.58 3.9 "s" 0 1 0 0
1828 "m" 0 0 10.12 3.29 "s" 0 1 0 0
1829 "m" 0 0 10.82 5.03 "s" 0 1 0 0
1830 "m" 0 0 7.45 3.09 "s" 0 1 0 1
1831 "m" 0 0 8.47 4.98 "s" 0 1 0 0
1832 "m" 0 0 1.14 0 "s" 1 0 0 0
1833 "m" 0 0 2.84 0 "s" 1 0 0 0
1834 "m" 0 0 0.42 0 "s" 1 0 0 0
1835 "m" 0 0 0.22 0 "s" 1 0 0 0
1836 "m" 0 0 0.23 0 "s" 1 0 0 0
1837 "m" 0 0 0.86 0 "s" 1 0 0 0
1838 "m" 0 0 0.22 0 "s" 1 0 0 0
1839 "m" 0 0 0.01 0 "s" 1 0 0 0
1840 "m" 0 1 2.31 0 "s" 0 0 0 0
1841 "m" 0 1 2.31 0 "s" 0 0 0 0
1842 "m" 0 0 0.32 0 "s" 1 0 0 0
1843 "m" 0 1 2.31 0 "s" 0 0 0 0
1844 "m" 0 0 0.61 0 "s" 1 0 0 0
1845 "m" 0 1 0.35 0 "s" 0 0 0 0
1846 "m" 0 1 0.35 0 "s" 0 0 0 0
1847 "m" 0 1 0.31 0 "s" 0 0 0 0
1848 "m" 0 0 0.22 0 "s" 1 0 0 0
1849 "m" 0 0 0.22 0 "s" 1 0 0 0
1850 "m" 0 0 0.22 0 "s" 1 0 0 0
1851 "m" 0 0 8.63 4.16 "s" 0 1 0 0
1852 "m" 0 0 12.08 4.17 "s" 0 1 0 0
1853 "m" 0 0 8.55 4.67 "s" 0 1 0 0
1854 "m" 0 0 0.25 0 "s" 1 0 0 0
1855 "m" 0 0 0.25 0 "s" 1 0 0 0
1856 "m" 0 0 0.25 0 "s" 1 0 0 0
1857 "m" 0 0 0.25 0 "s" 1 0 0 0
1858 "m" 0 0 0.25 0 "s" 1 0 0 0
1859 "m" 0 0 0.63 0 "s" 1 0 0 0
1860 "m" 0 0 0.99 0 "s" 1 0 0 0
1861 "m" 0 0 0.99 0 "s" 1 0 0 0
1862 "m" 0 0 0.2 0 "s" 1 0 0 0
1863 "m" 0 0 0.05 0 "s" 1 0 0 0
1864 "m" 0 0 0.05 0 "s" 1 0 0 0
1865 "m" 0 0 0.05 0 "s" 1 0 0 0
1866 "m" 0 0 0.47 0 "s" 1 0 0 0
1867 "m" 0 0 0.31 0 "s" 1 0 0 0
1868 "m" 0 0 6.37 5.91 "s" 0 1 0 0
1869 "m" 0 0 9.37 4.9 "s" 0 1 0 0
1870 "m" 0 0 8.91 3.86 "s" 0 1 0 0
1871 "m" 0 0 7.33 2.66 "s" 0 1 0 1
1872 "m" 0 0 5.83 3.86 "s" 0 1 0 0
1873 "m" 0 0 4.41 3.61 "s" 0 1 0 1
1874 "m" 0 0 9.41 3.82 "s" 0 1 0 0
1875 "m" 0 0 7.58 5 "s" 0 1 0 1
1876 "m" 0 0 5.58 3 "s" 0 1 0 1
1877 "m" 0 0 3.85 0 "s" 1 0 0 1
1878 "m" 0 0 9.37 4 "s" 0 1 0 0
1879 "m" 0 0 7.08 4 "s" 0 1 0 0
1880 "m" 0 0 7.05 0 "s" 1 0 0 0
1881 "m" 0 0 7.26 2.41 "s" 0 1 0 1
1882 "m" 0 0 0.96 0 "s" 1 0 0 0
1883 "m" 0 0 0.93 0 "s" 1 0 0 0
1884 "m" 0 0 0.93 0 "s" 1 0 0 0
1885 "m" 0 0 0.35 0 "s" 1 0 0 0
1886 "m" 0 0 0.53 0 "s" 1 0 0 0
1887 "m" 0 0 0.52 0 "s" 1 0 0 0
1888 "m" 0 0 0.28 0 "s" 1 0 0 0
1889 "m" 0 1 1.91 0 "s" 0 0 0 0
1890 "m" 0 1 1.91 0 "s" 0 0 0 0
1891 "m" 0 0 1.44 0 "s" 1 0 0 1
1892 "m" 0 1 1.57 0 "s" 0 0 0 0
1893 "m" 0 0 0.89 0 "s" 1 0 0 0
1894 "m" 0 1 1.57 0 "s" 0 0 0 0
1895 "m" 0 1 1.52 0 "s" 0 0 0 0
1896 "m" 0 1 1.24 0 "s" 0 0 0 0
1897 "m" 0 1 1.24 0 "s" 0 0 0 0
1898 "m" 0 0 0.37 0 "s" 1 0 0 0
1899 "m" 0 0 0.41 0 "s" 1 0 0 0
1900 "m" 0 0 1.97 0 "s" 1 0 0 0
1901 "m" 0 0 2.31 0 "s" 1 0 0 0
1902 "m" 0 0 1.41 0 "s" 1 0 0 0
1903 "m" 0 0 0.22 0 "s" 1 0 0 0
1904 "m" 0 0 0.24 0 "s" 1 0 0 0
1905 "m" 0 0 2.72 0 "s" 1 0 0 1
1906 "m" 0 0 2.37 0 "s" 1 0 0 1
1907 "m" 0 0 2.72 0 "s" 1 0 0 1
1908 "m" 0 0 1.57 0 "s" 1 0 0 1
1909 "m" 0 0 2.03 0 "s" 1 0 0 1
1910 "m" 0 0 9.63 8.47 "s" 0 1 0 0
1911 "m" 0 0 6.18 3.23 "s" 0 1 0 0
1912 "m" 0 0 5.54 5.46 "s" 0 1 0 0
1913 "m" 0 0 6.52 5.42 "s" 0 1 0 1
1914 "m" 0 0 6.52 5.46 "s" 0 1 0 1
1915 "m" 0 0 4.8 4.53 "s" 0 1 0 0
1916 "m" 0 0 6.29 5.53 "s" 0 1 0 0
1917 "m" 0 1 4.58 3.79 "s" 0 1 0 0
1918 "f" 0 0 0.95 0 "s" 0 0 0 0
1919 "f" 0 0 0.96 0 "s" 0 0 0 0
1920 "f" 0 0 6.7 2.89 "s" 0 0 0 0
1921 "f" 0 0 0.42 0 "s" 0 0 0 0
1922 "f" 0 0 0.27 0 "s" 0 0 0 0
1923 "f" 0 0 6.83 0.04 "s" 0 0 0 0
1924 "f" 0 0 15.5 0 "s" 0 0 0 0
1925 "f" 0 0 17.64 0 "s" 0 0 0 0
1926 "f" 0 0 17.69 0 "s" 0 0 0 0
1927 "f" 0 0 6.81 3.75 "s" 0 0 0 0
1928 "f" 0 0 4.75 0 "s" 0 0 0 0
1929 "f" 0 0 13.81 3.75 "s" 0 0 0 0
